,title,Posted-Date,Job_Description,url,JobType,Tokenized_Job_Description
694,"6 Tobias St, Hicksville, NY",,gorgeous bright and spacious split ranch featuring 4 bedrooms 3 bath big kitchen with stainless steel appliances cherry cabinets granite counter tops master bedroom suite new boiler updated bathrooms gas cooking hard wood floors this beautiful home is located close to shopping and diningyour family and loved ones will enjoy spacious backyard,,Sell-House,"['gorgeous', 'bright', 'and', 'spacious', 'split', 'ranch', 'featuring', '4', 'bedrooms', '3', 'bath', 'big', 'kitchen', 'with', 'stainless', 'steel', 'appliances', 'cherry', 'cabinets', 'granite', 'counter', 'tops', 'master', 'bedroom', 'suite', 'new', 'boiler', 'updated', 'bathrooms', 'gas', 'cooking', 'hard', 'wood', 'floors', 'this', 'beautiful', 'home', 'is', 'located', 'close', 'to', 'shopping', 'and', 'diningyour', 'family', 'and', 'loved', 'ones', 'will', 'enjoy', 'spacious', 'backyard']"
695,"11 Pine St, Hicksville, NY",,you will love this delightful colonial home updated in 2016 which features 4 bedrooms 3 bath in prime mid block location amenities including new roof siding windows central ac brand new kitchen granite counter stainless steel appliances new driveway and pavered borders new wood floors brand new bathrooms master bedroom has walk in closet and full bathroom,,Sell-House,"['you', 'will', 'love', 'this', 'delightful', 'colonial', 'home', 'updated', 'in', '2016', 'which', 'features', '4', 'bedrooms', '3', 'bath', 'in', 'prime', 'mid', 'block', 'location', 'amenities', 'including', 'new', 'roof', 'siding', 'windows', 'central', 'ac', 'brand', 'new', 'kitchen', 'granite', 'counter', 'stainless', 'steel', 'appliances', 'new', 'driveway', 'and', 'pavered', 'borders', 'new', 'wood', 'floors', 'brand', 'new', 'bathrooms', 'master', 'bedroom', 'has', 'walk', 'in', 'closet', 'and', 'full', 'bathroom']"
696,"37 Horizon Ln, Levittown, NY",,modern colonial home swanky kitchen clean lines updated throughout in 2015 nice yard oak floors sprinkle system hot tub in backyard 2 skylights high hats throughout house anderson windows gazebo at back new roof chefs will love kitchen with stainless steel appliances and ample counter this gorgeous and nearly perfect house will stun you with its modern and dazzling interior finishes it s hard to list all indoor and outdoor features of this stunning home,,Sell-House,"['modern', 'colonial', 'home', 'swanky', 'kitchen', 'clean', 'lines', 'updated', 'throughout', 'in', '2015', 'nice', 'yard', 'oak', 'floors', 'sprinkle', 'system', 'hot', 'tub', 'in', 'backyard', '2', 'skylights', 'high', 'hats', 'throughout', 'house', 'anderson', 'windows', 'gazebo', 'at', 'back', 'new', 'roof', 'chefs', 'will', 'love', 'kitchen', 'with', 'stainless', 'steel', 'appliances', 'and', 'ample', 'counter', 'this', 'gorgeous', 'and', 'nearly', 'perfect', 'house', 'will', 'stun', 'you', 'with', 'its', 'modern', 'and', 'dazzling', 'interior', 'finishes', 'it', 's', 'hard', 'to', 'list', 'all', 'indoor', 'and', 'outdoor', 'features', 'of', 'this', 'stunning', 'home']"
697,"5 Jolan Ave, Hicksville, NY",,this large 4 bed 2 bath craftsman style home is open airy bright and cheerful this spacious singlefamily home in hicksville features both modern amenities and architectural character in fantastic location gas cooking wood floors throughout updated bathrooms basement with ose and full bath do nt miss out on this captivating home this home is nt going to last,,Sell-House,"['this', 'large', '4', 'bed', '2', 'bath', 'craftsman', 'style', 'home', 'is', 'open', 'airy', 'bright', 'and', 'cheerful', 'this', 'spacious', 'singlefamily', 'home', 'in', 'hicksville', 'features', 'both', 'modern', 'amenities', 'and', 'architectural', 'character', 'in', 'fantastic', 'location', 'gas', 'cooking', 'wood', 'floors', 'throughout', 'updated', 'bathrooms', 'basement', 'with', 'ose', 'and', 'full', 'bath', 'do', 'nt', 'miss', 'out', 'on', 'this', 'captivating', 'home', 'this', 'home', 'is', 'nt', 'going', 'to', 'last']"
698,"18 Roma St, Hicksville, NY",,lowlow taxes you ll love this gorgeous split house which features 3 bedrooms 25 bath situated in friendly community totally redone in 2018 beautiful kitchen with stainless steel appliances new bathrooms nice family room with spacious sitting area new sheet rock new insulation new roof new windows new siding new plumbing high hats throughout house new boiler wake up each morning to aweinspiring sunrises in east and drift off to sleep each night with tranquil sound,,Sell-House,"['lowlow', 'taxes', 'you', 'll', 'love', 'this', 'gorgeous', 'split', 'house', 'which', 'features', '3', 'bedrooms', '25', 'bath', 'situated', 'in', 'friendly', 'community', 'totally', 'redone', 'in', '2018', 'beautiful', 'kitchen', 'with', 'stainless', 'steel', 'appliances', 'new', 'bathrooms', 'nice', 'family', 'room', 'with', 'spacious', 'sitting', 'area', 'new', 'sheet', 'rock', 'new', 'insulation', 'new', 'roof', 'new', 'windows', 'new', 'siding', 'new', 'plumbing', 'high', 'hats', 'throughout', 'house', 'new', 'boiler', 'wake', 'up', 'each', 'morning', 'to', 'aweinspiring', 'sunrises', 'in', 'east', 'and', 'drift', 'off', 'to', 'sleep', 'each', 'night', 'with', 'tranquil', 'sound']"
699,"35 Arbor Ct, Staten Island, NY 10301",,magnificent young and grand1family68 bedroom45bath allbrick center hall colonial style home in most prestigious and serene todt hill location with builtin2car garage huge walkout basementthis amazing house features high ceilings2story grand entrance multizone heat 4zone central ac hardwood floors butler staircase custom gourmet kitchens w granite countertops and thermador sub zero appliances crown moldings throughout family rm wfireplace master bdr suite with 5piece bath and jacuzzi3whirlpool tubs guest suite with 2 bedrooms and kitchen on 1st fl full finished walkout basement with summer kitchen and 2 additional rms2laundry rms and so much more onveniently located 10 minutes from vz bridge close to highway schools parks shopping and transportation level 1 entry foyer living room dining room kitchen dinette family room half bath guest suite kitchen 2nd liv din rm full bath bdr4 bdr5,,Sell-House,"['magnificent', 'young', 'and', 'grand1family68', 'bedroom45bath', 'allbrick', 'center', 'hall', 'colonial', 'style', 'home', 'in', 'most', 'prestigious', 'and', 'serene', 'todt', 'hill', 'location', 'with', 'builtin2car', 'garage', 'huge', 'walkout', 'basementthis', 'amazing', 'house', 'features', 'high', 'ceilings2story', 'grand', 'entrance', 'multizone', 'heat', '4zone', 'central', 'ac', 'hardwood', 'floors', 'butler', 'staircase', 'custom', 'gourmet', 'kitchens', 'w', 'granite', 'countertops', 'and', 'thermador', 'sub', 'zero', 'appliances', 'crown', 'moldings', 'throughout', 'family', 'rm', 'wfireplace', 'master', 'bdr', 'suite', 'with', '5piece', 'bath', 'and', 'jacuzzi3whirlpool', 'tubs', 'guest', 'suite', 'with', '2', 'bedrooms', 'and', 'kitchen', 'on', '1st', 'fl', 'full', 'finished', 'walkout', 'basement', 'with', 'summer', 'kitchen', 'and', '2', 'additional', 'rms2laundry', 'rms', 'and', 'so', 'much', 'more', 'onveniently', 'located', '10', 'minutes', 'from', 'vz', 'bridge', 'close', 'to', 'highway', 'schools', 'parks', 'shopping', 'and', 'transportation', 'level', '1', 'entry', 'foyer', 'living', 'room', 'dining', 'room', 'kitchen', 'dinette', 'family', 'room', 'half', 'bath', 'guest', 'suite', 'kitchen', '2nd', 'liv', 'din', 'rm', 'full', 'bath', 'bdr4', 'bdr5']"
700,"37 Pemberton Ave, Staten Island, NY 10308",,great and spacious 1family 2bedroom 3level 15 bath cornerunit town home with built in garage and private large front yard conveniently and centrally located in nice and quiet private development close to parks schools all types of shopping and restaurants and public transportation this house has recent updates featuring wideopen lay out hardwood floors excellent family room on level 1 formal living room with access to balcony brand new bathrooms good size bedrooms and more snow removal is included in inexpensive 79 per month maintenance fee level 1 entry foyer and family room garage level 2 living room dining room kitchen half bath level 3 bedroom 1 bedroom 2 full bath,,Sell-House,"['great', 'and', 'spacious', '1family', '2bedroom', '3level', '15', 'bath', 'cornerunit', 'town', 'home', 'with', 'built', 'in', 'garage', 'and', 'private', 'large', 'front', 'yard', 'conveniently', 'and', 'centrally', 'located', 'in', 'nice', 'and', 'quiet', 'private', 'development', 'close', 'to', 'parks', 'schools', 'all', 'types', 'of', 'shopping', 'and', 'restaurants', 'and', 'public', 'transportation', 'this', 'house', 'has', 'recent', 'updates', 'featuring', 'wideopen', 'lay', 'out', 'hardwood', 'floors', 'excellent', 'family', 'room', 'on', 'level', '1', 'formal', 'living', 'room', 'with', 'access', 'to', 'balcony', 'brand', 'new', 'bathrooms', 'good', 'size', 'bedrooms', 'and', 'more', 'snow', 'removal', 'is', 'included', 'in', 'inexpensive', '79', 'per', 'month', 'maintenance', 'fee', 'level', '1', 'entry', 'foyer', 'and', 'family', 'room', 'garage', 'level', '2', 'living', 'room', 'dining', 'room', 'kitchen', 'half', 'bath', 'level', '3', 'bedroom', '1', 'bedroom', '2', 'full', 'bath']"
701,"8903 247th St, Jamaica, NY",,beautiful colonial house at convenient location in bellerose featuring 3 bedrooms 2 bath new kitchen with 2 beautiful new bathrooms new boiler and new windows in house laminate floors full finished basement with side entrance private driveway close to public transport and house of worship,,Sell-House,"['beautiful', 'colonial', 'house', 'at', 'convenient', 'location', 'in', 'bellerose', 'featuring', '3', 'bedrooms', '2', 'bath', 'new', 'kitchen', 'with', '2', 'beautiful', 'new', 'bathrooms', 'new', 'boiler', 'and', 'new', 'windows', 'in', 'house', 'laminate', 'floors', 'full', 'finished', 'basement', 'with', 'side', 'entrance', 'private', 'driveway', 'close', 'to', 'public', 'transport', 'and', 'house', 'of', 'worship']"
702,"714 Miller Ave, Freeport, NY 11520",,waterfront hiranch 2155 sq ft in south freeport 4 bedrooms 2 full baths house features 1st floor entry hall summer kitchen family room bedroom full bath utility room with laundry 1 car garage 2nd floor living room with fireplace dining room eatin kitchen 3 bedrooms full bath wrap around balcony,,Sell-House,"['waterfront', 'hiranch', '2155', 'sq', 'ft', 'in', 'south', 'freeport', '4', 'bedrooms', '2', 'full', 'baths', 'house', 'features', '1st', 'floor', 'entry', 'hall', 'summer', 'kitchen', 'family', 'room', 'bedroom', 'full', 'bath', 'utility', 'room', 'with', 'laundry', '1', 'car', 'garage', '2nd', 'floor', 'living', 'room', 'with', 'fireplace', 'dining', 'room', 'eatin', 'kitchen', '3', 'bedrooms', 'full', 'bath', 'wrap', 'around', 'balcony']"
703,"105 Williamson St, East Rockaway, NY 11518",,3 bedroom 25 bath colonial 1766 square foot set on 40 x 100 lot in bay park house features hardwood floors through out first floor new gas boiler and hot water heater gorgeous eatin kitchen updated electric newer roof and more house layout 1st floor entry hall large living room formal dining room eatin kitchen 12 bath laundryutility room 2nd floor 2 bedrooms full bath master bedroom with full bath wic house has walkup attic and yard is completely fenced and has large trex deck do not miss this move in ready home,,Sell-House,"['3', 'bedroom', '25', 'bath', 'colonial', '1766', 'square', 'foot', 'set', 'on', '40', 'x', '100', 'lot', 'in', 'bay', 'park', 'house', 'features', 'hardwood', 'floors', 'through', 'out', 'first', 'floor', 'new', 'gas', 'boiler', 'and', 'hot', 'water', 'heater', 'gorgeous', 'eatin', 'kitchen', 'updated', 'electric', 'newer', 'roof', 'and', 'more', 'house', 'layout', '1st', 'floor', 'entry', 'hall', 'large', 'living', 'room', 'formal', 'dining', 'room', 'eatin', 'kitchen', '12', 'bath', 'laundryutility', 'room', '2nd', 'floor', '2', 'bedrooms', 'full', 'bath', 'master', 'bedroom', 'with', 'full', 'bath', 'wic', 'house', 'has', 'walkup', 'attic', 'and', 'yard', 'is', 'completely', 'fenced', 'and', 'has', 'large', 'trex', 'deck', 'do', 'not', 'miss', 'this', 'move', 'in', 'ready', 'home']"
704,"294 Garretson Ave, Staten Island, NY 10305",,gorgeous and spacious 2family 3 bedroom 4bath end unit colonial home in excellent move in condition with professional space on ground floor long driveway and backyard this unique home is situated minutes from vz bridge and walking distance to hylan blvd and dongan hills train station conveniently located close to parks school beaches all types of shopping and restaurants and transportation featuring great open layout hardwood floor throughout combo living room and dining room large eatin kitchen with access to deck and dinette master bedroom with private threequarter bath 2 additional large bedrooms with closets legally approved professional space with half bath on ground floor and so much more level 1 entry foyer professional space with half bath and separate entrance level 2 entry foyer living room dining room half bath kitchen with access to deck dinette level 3 master bedroom with private threequarter bath bedroom 2 bedroom 3 laundry full bath,,Sell-House,"['gorgeous', 'and', 'spacious', '2family', '3', 'bedroom', '4bath', 'end', 'unit', 'colonial', 'home', 'in', 'excellent', 'move', 'in', 'condition', 'with', 'professional', 'space', 'on', 'ground', 'floor', 'long', 'driveway', 'and', 'backyard', 'this', 'unique', 'home', 'is', 'situated', 'minutes', 'from', 'vz', 'bridge', 'and', 'walking', 'distance', 'to', 'hylan', 'blvd', 'and', 'dongan', 'hills', 'train', 'station', 'conveniently', 'located', 'close', 'to', 'parks', 'school', 'beaches', 'all', 'types', 'of', 'shopping', 'and', 'restaurants', 'and', 'transportation', 'featuring', 'great', 'open', 'layout', 'hardwood', 'floor', 'throughout', 'combo', 'living', 'room', 'and', 'dining', 'room', 'large', 'eatin', 'kitchen', 'with', 'access', 'to', 'deck', 'and', 'dinette', 'master', 'bedroom', 'with', 'private', 'threequarter', 'bath', '2', 'additional', 'large', 'bedrooms', 'with', 'closets', 'legally', 'approved', 'professional', 'space', 'with', 'half', 'bath', 'on', 'ground', 'floor', 'and', 'so', 'much', 'more', 'level', '1', 'entry', 'foyer', 'professional', 'space', 'with', 'half', 'bath', 'and', 'separate', 'entrance', 'level', '2', 'entry', 'foyer', 'living', 'room', 'dining', 'room', 'half', 'bath', 'kitchen', 'with', 'access', 'to', 'deck', 'dinette', 'level', '3', 'master', 'bedroom', 'with', 'private', 'threequarter', 'bath', 'bedroom', '2', 'bedroom', '3', 'laundry', 'full', 'bath']"
705,"350 Hamden Ave, Staten Island, NY 10306",,great and spacious 1family 3bedroom 2bath semiattached home with long driveway fully paved backyard and finished basement minutes from vz bridge and walking distance to hylan blvd conveniently located close to schools parks beaches boardwalks shopping and all types of transportation this house is well maintained featuring wide open layout hardwood floor throughout eatin kitchen with dinette 3 big bedrooms with closets maintenancefree backyard and so much more level 1 entry foyer living room dining room kitchen half bath level 2 main bedroom bedroom 2 bedroom 3 full bath basement laundry room storage and utilities,,Sell-House,"['great', 'and', 'spacious', '1family', '3bedroom', '2bath', 'semiattached', 'home', 'with', 'long', 'driveway', 'fully', 'paved', 'backyard', 'and', 'finished', 'basement', 'minutes', 'from', 'vz', 'bridge', 'and', 'walking', 'distance', 'to', 'hylan', 'blvd', 'conveniently', 'located', 'close', 'to', 'schools', 'parks', 'beaches', 'boardwalks', 'shopping', 'and', 'all', 'types', 'of', 'transportation', 'this', 'house', 'is', 'well', 'maintained', 'featuring', 'wide', 'open', 'layout', 'hardwood', 'floor', 'throughout', 'eatin', 'kitchen', 'with', 'dinette', '3', 'big', 'bedrooms', 'with', 'closets', 'maintenancefree', 'backyard', 'and', 'so', 'much', 'more', 'level', '1', 'entry', 'foyer', 'living', 'room', 'dining', 'room', 'kitchen', 'half', 'bath', 'level', '2', 'main', 'bedroom', 'bedroom', '2', 'bedroom', '3', 'full', 'bath', 'basement', 'laundry', 'room', 'storage', 'and', 'utilities']"
706,"116 Brice Road, Frankfort, NY 13340",,this frankfort home has endless possibilities offering one bedroom apartment with attached shop large enclosed back porch could be additional living space there is attached shop area and attached garage with pellet stove for heating there is large outbuilding for additional use home was used as multi use property bring your imagination and make it your own,,Sell-House,"['this', 'frankfort', 'home', 'has', 'endless', 'possibilities', 'offering', 'one', 'bedroom', 'apartment', 'with', 'attached', 'shop', 'large', 'enclosed', 'back', 'porch', 'could', 'be', 'additional', 'living', 'space', 'there', 'is', 'attached', 'shop', 'area', 'and', 'attached', 'garage', 'with', 'pellet', 'stove', 'for', 'heating', 'there', 'is', 'large', 'outbuilding', 'for', 'additional', 'use', 'home', 'was', 'used', 'as', 'multi', 'use', 'property', 'bring', 'your', 'imagination', 'and', 'make', 'it', 'your', 'own']"
707,"3275 Harbor Ct, Baldwin, NY 11510",,stunning hiranch set on dead end street in prestigious bay colony house is set on baldwin bay with beautiful bay views house features include hardwood floors gas heat and gas hot water heater central air conditioning wood burning fireplace multiple decks walkout pier withy deep water dockage and more house setup 1st floor family room with fireplace bedroom small sumner kitchen office 2 full baths covered deck laundry room utilities 1 car garage 2nd floor formal dining room eatin kitchen living room w sliders to upper deck 3 bedrooms and full bath do not miss this opportunity to own your own paradise,,Sell-House,"['stunning', 'hiranch', 'set', 'on', 'dead', 'end', 'street', 'in', 'prestigious', 'bay', 'colony', 'house', 'is', 'set', 'on', 'baldwin', 'bay', 'with', 'beautiful', 'bay', 'views', 'house', 'features', 'include', 'hardwood', 'floors', 'gas', 'heat', 'and', 'gas', 'hot', 'water', 'heater', 'central', 'air', 'conditioning', 'wood', 'burning', 'fireplace', 'multiple', 'decks', 'walkout', 'pier', 'withy', 'deep', 'water', 'dockage', 'and', 'more', 'house', 'setup', '1st', 'floor', 'family', 'room', 'with', 'fireplace', 'bedroom', 'small', 'sumner', 'kitchen', 'office', '2', 'full', 'baths', 'covered', 'deck', 'laundry', 'room', 'utilities', '1', 'car', 'garage', '2nd', 'floor', 'formal', 'dining', 'room', 'eatin', 'kitchen', 'living', 'room', 'w', 'sliders', 'to', 'upper', 'deck', '3', 'bedrooms', 'and', 'full', 'bath', 'do', 'not', 'miss', 'this', 'opportunity', 'to', 'own', 'your', 'own', 'paradise']"
708,"3803 Michigan Mills Road, Constableville, NY 13325",,nestled in tug hill plateau on 488 acres of land is perfect camp for all outdoor enthusiasts whether you hunt fish snowmobile snowshoe or just love woods this spot is perfect its quiet peaceful private this ranch style camp offers open living room kitchen dining area 1 bedroom and full bath woodstorage shed off back there is even outhouse land is located mostly on right side of road w cabin and small portion 34 acre approx on left side cabin is located on main snowmobile trail which is seasonal road starting approximately 1412 mile before property property has electric drilled well septic satellite dish for tv this property allows for endless possibilities,,Sell-House,"['nestled', 'in', 'tug', 'hill', 'plateau', 'on', '488', 'acres', 'of', 'land', 'is', 'perfect', 'camp', 'for', 'all', 'outdoor', 'enthusiasts', 'whether', 'you', 'hunt', 'fish', 'snowmobile', 'snowshoe', 'or', 'just', 'love', 'woods', 'this', 'spot', 'is', 'perfect', 'its', 'quiet', 'peaceful', 'private', 'this', 'ranch', 'style', 'camp', 'offers', 'open', 'living', 'room', 'kitchen', 'dining', 'area', '1', 'bedroom', 'and', 'full', 'bath', 'woodstorage', 'shed', 'off', 'back', 'there', 'is', 'even', 'outhouse', 'land', 'is', 'located', 'mostly', 'on', 'right', 'side', 'of', 'road', 'w', 'cabin', 'and', 'small', 'portion', '34', 'acre', 'approx', 'on', 'left', 'side', 'cabin', 'is', 'located', 'on', 'main', 'snowmobile', 'trail', 'which', 'is', 'seasonal', 'road', 'starting', 'approximately', '1412', 'mile', 'before', 'property', 'property', 'has', 'electric', 'drilled', 'well', 'septic', 'satellite', 'dish', 'for', 'tv', 'this', 'property', 'allows', 'for', 'endless', 'possibilities']"
709,"117 E 57th St # 22FG, New York, NY 10022",,move in ready mint condition 2 bed 2 bath with modern design and finishes nnenjoy living on billionaire s row steps away from central park in most luxurious apartment with customized fully builtin dressing room 6 spacious closets topof line brand new jennair kitchen appliances including 36,,Sell-House,"['move', 'in', 'ready', 'mint', 'condition', '2', 'bed', '2', 'bath', 'with', 'modern', 'design', 'and', 'finishes', 'nnenjoy', 'living', 'on', 'billionaire', 's', 'row', 'steps', 'away', 'from', 'central', 'park', 'in', 'most', 'luxurious', 'apartment', 'with', 'customized', 'fully', 'builtin', 'dressing', 'room', '6', 'spacious', 'closets', 'topof', 'line', 'brand', 'new', 'jennair', 'kitchen', 'appliances', 'including', '36']"
710,"75 Wall St APT 38O, New York, NY 10005",,rarely does high floor 2 bedroom plus home office which can also serve as third bedroom become available at esteemed 75 wall street 38o is rare opportunity you ve been waiting for this 2 bedroom corner unit with alcove home office offers walls of windows and unobstructed northeastern views high above new york skylinennfeaturing over 10 foot lofted ceilings 38o s design is both seamless and functional accentuated by dedicated entry foyer which flows into one of 3 full bathrooms throughout unit at 16 feet wide living room in 38o is much wider than your standard living room which is adjacent to custom kitchen complete with caeserstone kitchen countertops boffi lacquered kitchen cabinetry as well as appliances by subzero liebherr bosch miele electrolux and sharp bathroom features such as botticino semiclassico marble flooring and wide plank cerused oak flooring throughout this home exemplify top of line finishes you can expect in this exquisite apartmentnn75 wall street is definition of full service style of living as condominium residences have access to andaz hotel services including room and concierge service catering housekeeping onsite parking and valet laundry in addition 24 hour doorman and concierge ensure that all of tenants and homeowners needs are always attended to,,Sell-House,"['rarely', 'does', 'high', 'floor', '2', 'bedroom', 'plus', 'home', 'office', 'which', 'can', 'also', 'serve', 'as', 'third', 'bedroom', 'become', 'available', 'at', 'esteemed', '75', 'wall', 'street', '38o', 'is', 'rare', 'opportunity', 'you', 've', 'been', 'waiting', 'for', 'this', '2', 'bedroom', 'corner', 'unit', 'with', 'alcove', 'home', 'office', 'offers', 'walls', 'of', 'windows', 'and', 'unobstructed', 'northeastern', 'views', 'high', 'above', 'new', 'york', 'skylinennfeaturing', 'over', '10', 'foot', 'lofted', 'ceilings', '38o', 's', 'design', 'is', 'both', 'seamless', 'and', 'functional', 'accentuated', 'by', 'dedicated', 'entry', 'foyer', 'which', 'flows', 'into', 'one', 'of', '3', 'full', 'bathrooms', 'throughout', 'unit', 'at', '16', 'feet', 'wide', 'living', 'room', 'in', '38o', 'is', 'much', 'wider', 'than', 'your', 'standard', 'living', 'room', 'which', 'is', 'adjacent', 'to', 'custom', 'kitchen', 'complete', 'with', 'caeserstone', 'kitchen', 'countertops', 'boffi', 'lacquered', 'kitchen', 'cabinetry', 'as', 'well', 'as', 'appliances', 'by', 'subzero', 'liebherr', 'bosch', 'miele', 'electrolux', 'and', 'sharp', 'bathroom', 'features', 'such', 'as', 'botticino', 'semiclassico', 'marble', 'flooring', 'and', 'wide', 'plank', 'cerused', 'oak', 'flooring', 'throughout', 'this', 'home', 'exemplify', 'top', 'of', 'line', 'finishes', 'you', 'can', 'expect', 'in', 'this', 'exquisite', 'apartmentnn75', 'wall', 'street', 'is', 'definition', 'of', 'full', 'service', 'style', 'of', 'living', 'as', 'condominium', 'residences', 'have', 'access', 'to', 'andaz', 'hotel', 'services', 'including', 'room', 'and', 'concierge', 'service', 'catering', 'housekeeping', 'onsite', 'parking', 'and', 'valet', 'laundry', 'in', 'addition', '24', 'hour', 'doorman', 'and', 'concierge', 'ensure', 'that', 'all', 'of', 'tenants', 'and', 'homeowners', 'needs', 'are', 'always', 'attended', 'to']"
711,"171 W 57th St APT 6B, New York, NY 10019",,take advantage of 2700sf of prime prewar condo ready to be customized to your liking nnsituated in iconic briarcliffe pristine prewar condo building this elegant 3bedroom home boasts spacious layout and beautiful detailing from 1920 s,,Sell-House,"['take', 'advantage', 'of', '2700sf', 'of', 'prime', 'prewar', 'condo', 'ready', 'to', 'be', 'customized', 'to', 'your', 'liking', 'nnsituated', 'in', 'iconic', 'briarcliffe', 'pristine', 'prewar', 'condo', 'building', 'this', 'elegant', '3bedroom', 'home', 'boasts', 'spacious', 'layout', 'and', 'beautiful', 'detailing', 'from', '1920', 's']"
712,"43 W 61st St APT 19J, New York, NY 10023",,completely renovated and offering unrivaled value this mint 2bedroom 2bathroom luxury loft highlights sophisticated efficient design and location at epicenter of lincoln square surrounded by lincoln center central park and columbus circlennthis apartment offers functional design bright windows and quiet private environment open kitchen equipped with topof line stainless steel appliances leads into dining and living room complete with functional electric fireplace and builtin shelving master bedroom adjoins ensuite bathroom and secondary bedroom provides great flexibility as home office or den plenty of storage can be found throughoutnnthe sofia art deco landmark has undergone recent renovations and possesses enviable address in lincoln square just steps from central park columbus circle whole foods and area s best shopping and dining petfriendly fullservice building provides doorman and concierge as well as circular driveway bike storage and laundry facilities on every floor,,Sell-House,"['completely', 'renovated', 'and', 'offering', 'unrivaled', 'value', 'this', 'mint', '2bedroom', '2bathroom', 'luxury', 'loft', 'highlights', 'sophisticated', 'efficient', 'design', 'and', 'location', 'at', 'epicenter', 'of', 'lincoln', 'square', 'surrounded', 'by', 'lincoln', 'center', 'central', 'park', 'and', 'columbus', 'circlennthis', 'apartment', 'offers', 'functional', 'design', 'bright', 'windows', 'and', 'quiet', 'private', 'environment', 'open', 'kitchen', 'equipped', 'with', 'topof', 'line', 'stainless', 'steel', 'appliances', 'leads', 'into', 'dining', 'and', 'living', 'room', 'complete', 'with', 'functional', 'electric', 'fireplace', 'and', 'builtin', 'shelving', 'master', 'bedroom', 'adjoins', 'ensuite', 'bathroom', 'and', 'secondary', 'bedroom', 'provides', 'great', 'flexibility', 'as', 'home', 'office', 'or', 'den', 'plenty', 'of', 'storage', 'can', 'be', 'found', 'throughoutnnthe', 'sofia', 'art', 'deco', 'landmark', 'has', 'undergone', 'recent', 'renovations', 'and', 'possesses', 'enviable', 'address', 'in', 'lincoln', 'square', 'just', 'steps', 'from', 'central', 'park', 'columbus', 'circle', 'whole', 'foods', 'and', 'area', 's', 'best', 'shopping', 'and', 'dining', 'petfriendly', 'fullservice', 'building', 'provides', 'doorman', 'and', 'concierge', 'as', 'well', 'as', 'circular', 'driveway', 'bike', 'storage', 'and', 'laundry', 'facilities', 'on', 'every', 'floor']"
